region_name,state_name,lat_max,lat_min,lng_max,lng_min,lat_avg,lng_avg,yearly_sunlight_kwh_kw_threshold_avg,count_qualified,percent_covered,percent_qualified,number_of_panels_n,number_of_panels_s,number_of_panels_e,number_of_panels_w,number_of_panels_f,number_of_panels_median,number_of_panels_total,kw_median,kw_total,yearly_sunlight_kwh_n,yearly_sunlight_kwh_s,yearly_sunlight_kwh_e,yearly_sunlight_kwh_w,yearly_sunlight_kwh_f,yearly_sunlight_kwh_median,yearly_sunlight_kwh_total,install_size_kw_buckets_json,carbon_offset_metric_tons,existing_installs_count
Boyd County,Kentucky,38.5000542,38.2439971,-82.5773908,-82.8057139,38.449908224099225,-82.65787144987516,976.65,8968.0,77.71618625277162,79.95720399429386,46685.0,122953.0,102322.0,103544.0,257549.0,33.0,633053.0,8.25,158263.25,1.1973342815075686E7,3.707248920543214E7,2.8348964723278813E7,2.902596746016846E7,7.562487525891724E7,9266.38477783203,1.8204563946287242E8,"[[0,2216],[5,3122],[10,1492],[15,722],[20,383],[25,205],[30,120],[35,114],[40,103],[45,52],[50,45],[55,38],[60,30],[65,24],[70,16],[75,16],[80,29],[85,20],[90,15],[95,24],[100,15],[105,5],[110,10],[115,6],[120,6],[125,3],[130,9],[135,7],[140,6],[145,5],[150,1],[155,1],[160,5],[165,3],[170,3],[175,1],[180,2],[185,2],[190,5],[195,4],[200,4],[205,3],[210,5],[215,2],[220,4],[225,6],[230,2],[240,2],[245,1],[250,1],[255,3],[260,1],[265,1],[270,1],[280,3],[285,1],[290,1],[295,1],[300,1],[305,2],[320,1],[325,1],[330,3],[335,1],[350,1],[385,1],[390,1],[400,1],[405,1],[410,1],[435,1],[455,1],[465,2],[470,1],[485,1],[490,1],[505,1],[520,2],[540,1],[545,1],[560,1],[575,1],[615,1],[735,1],[760,1],[860,1],[935,1],[945,1],[1170,1],[1370,1],[1425,1],[1590,1],[2055,1],[2425,1]]",150707.20345593733,0.0
Bradley County,Tennessee,35.3516503,34.9878797,-84.6986626,-85.0227471,35.16155362777395,-84.85981039892964,1045.5,27959.0,62.19059658279982,91.66284178086683,192579.0,470174.0,454751.0,440187.0,1195213.0,51.0,2752904.0,12.75,688226.0,5.260021351911619E7,1.5389583747322395E8,1.3638923633062127E8,1.291065454334962E8,3.8089543792425543E8,15266.499291992188,8.528872706807133E8,"[[0,2957],[5,7070],[10,6625],[15,4568],[20,2524],[25,1406],[30,728],[35,354],[40,262],[45,180],[50,123],[55,106],[60,73],[65,64],[70,64],[75,53],[80,53],[85,45],[90,48],[95,27],[100,27],[105,25],[110,30],[115,21],[120,16],[125,15],[130,26],[135,12],[140,8],[145,25],[150,15],[155,12],[160,12],[165,16],[170,13],[175,7],[180,8],[185,8],[190,8],[195,12],[200,5],[205,10],[210,11],[215,11],[220,5],[225,5],[230,7],[235,6],[240,8],[245,8],[250,7],[255,4],[260,5],[265,5],[270,5],[275,4],[280,8],[285,4],[290,3],[295,8],[300,3],[305,1],[310,4],[315,1],[325,1],[330,2],[335,1],[340,1],[345,3],[350,2],[355,1],[360,1],[365,2],[370,2],[375,2],[380,1],[385,4],[405,1],[415,1],[420,1],[430,1],[435,1],[440,3],[450,2],[460,1],[465,3],[475,1],[480,1],[485,1],[495,1],[500,2],[505,1],[510,3],[515,2],[525,2],[530,1],[535,1],[540,2],[545,1],[550,5],[560,2],[575,1],[595,3],[600,1],[605,2],[610,2],[620,3],[645,1],[655,1],[660,2],[665,1],[675,1],[700,1],[710,1],[715,1],[720,3],[730,1],[735,1],[745,2],[760,1],[770,1],[780,1],[785,1],[790,1],[795,1],[810,1],[820,1],[830,2],[850,1],[855,1],[875,1],[890,1],[900,1],[905,1],[930,1],[955,1],[975,1],[985,1],[990,2],[1005,1],[1010,1],[1025,1],[1050,1],[1055,1],[1070,1],[1075,1],[1090,2],[1110,1],[1120,1],[1220,1],[1250,1],[1255,1],[1300,1],[1305,1],[1320,1],[1350,1],[1360,1],[1380,1],[1415,2],[1560,1],[1600,1],[1615,2],[1690,1],[1695,1],[1710,1],[1730,2],[1745,1],[1775,1],[1830,1],[1845,1],[1910,1],[1935,2],[2065,2],[2090,1],[2130,1],[2165,1],[2250,1],[2305,1],[2435,1],[2555,1],[2585,1],[2625,1],[2690,1],[2765,1],[2815,1],[2820,1],[2835,1],[3100,1],[3530,1],[3575,1],[3810,1],[3815,1],[4215,1],[5140,1],[5275,1]]",674159.4164521258,4.0
Brazoria County,Texas,29.5984758,28.8308923,-95.1193689,-95.8103083,29.325164868347848,-95.38544770870762,1093.95,94053.0,70.64662879075514,91.90427798080869,634075.0,1736344.0,1155798.0,1465098.0,2651123.0,53.0,7642438.0,13.25,1910609.5,1.830892332740601E8,5.817679383359193E8,3.517252859706603E8,4.5495991609431773E8,8.827143605132692E8,16501.879974365234,2.4542567341882253E9,"[[0,9320],[5,21599],[10,24392],[15,17759],[20,8896],[25,4015],[30,1833],[35,1098],[40,715],[45,526],[50,412],[55,359],[60,274],[65,247],[70,209],[75,201],[80,176],[85,167],[90,138],[95,103],[100,122],[105,98],[110,87],[115,64],[120,64],[125,54],[130,55],[135,39],[140,52],[145,48],[150,38],[155,35],[160,35],[165,20],[170,37],[175,20],[180,31],[185,24],[190,29],[195,16],[200,15],[205,23],[210,16],[215,17],[220,20],[225,16],[230,15],[235,15],[240,11],[245,14],[250,10],[255,13],[260,12],[265,9],[270,13],[275,10],[280,8],[285,6],[290,9],[295,9],[300,7],[305,6],[310,8],[315,9],[320,1],[325,1],[330,7],[335,8],[340,5],[345,4],[350,7],[355,5],[360,8],[365,5],[370,3],[375,3],[380,4],[385,3],[390,7],[395,3],[400,5],[405,3],[410,4],[415,2],[420,4],[425,3],[430,6],[435,2],[440,1],[445,2],[450,8],[455,1],[460,4],[465,2],[470,3],[475,4],[480,3],[485,4],[490,3],[495,1],[500,2],[505,3],[510,3],[515,2],[520,4],[535,4],[540,1],[550,2],[555,2],[560,1],[570,1],[575,1],[580,5],[585,4],[590,1],[595,3],[605,2],[620,5],[635,2],[645,2],[650,1],[655,1],[665,2],[675,4],[680,1],[690,3],[695,1],[700,2],[710,1],[715,2],[720,2],[725,1],[730,3],[740,4],[745,1],[750,1],[760,1],[765,2],[770,2],[780,1],[785,1],[795,1],[825,1],[830,2],[835,2],[845,3],[850,1],[865,1],[875,1],[880,1],[895,3],[900,1],[910,2],[920,1],[940,1],[950,2],[955,1],[960,2],[965,3],[970,2],[975,2],[985,2],[990,1],[995,2],[1005,2],[1015,1],[1020,1],[1025,3],[1030,1],[1040,1],[1045,2],[1050,1],[1055,1],[1080,1],[1085,1],[1090,1],[1100,1],[1115,1],[1125,1],[1130,1],[1135,2],[1145,2],[1150,1],[1180,1],[1185,1],[1200,1],[1220,2],[1235,1],[1240,2],[1245,1],[1250,1],[1260,1],[1265,2],[1270,1],[1275,2],[1285,1],[1300,2],[1310,1],[1340,1],[1345,2],[1355,1],[1370,1],[1390,1],[1420,2],[1445,1],[1455,1],[1575,1],[1605,2],[1615,1],[1665,1],[1680,1],[1700,1],[1770,1],[1785,1],[1790,1],[1820,1],[1835,1],[1875,1],[1905,1],[2015,1],[2030,1],[2035,1],[2065,1],[2080,1],[2135,1],[2175,1],[2205,1],[2235,1],[2240,1],[2250,1],[2255,1],[2320,1],[2440,1],[2500,2],[2560,2],[2730,1],[2955,1],[3330,1],[4040,1]]",1193471.790891716,110.0
Brazos County,Texas,30.9676327,30.33822,-96.1119398,-96.5921661,30.632984717071032,-96.32617957055916,1088.0,55430.0,79.22405635579855,91.95421366954214,531554.0,1148396.0,897871.0,895071.0,1769521.0,58.0,5242413.0,14.5,1310603.25,1.5401729476501465E8,3.9356130892367536E8,2.828122469951417E8,2.8094323060285646E8,5.941755894805543E8,18706.254016113282,1.7055096707672431E9,"[[0,5144],[5,10534],[10,13007],[15,10261],[20,6541],[25,3112],[30,1549],[35,936],[40,621],[45,453],[50,386],[55,319],[60,234],[65,209],[70,179],[75,157],[80,150],[85,133],[90,101],[95,84],[100,85],[105,84],[110,75],[115,64],[120,68],[125,41],[130,32],[135,47],[140,33],[145,48],[150,32],[155,32],[160,29],[165,25],[170,28],[175,17],[180,19],[185,11],[190,21],[195,17],[200,13],[205,15],[210,12],[215,7],[220,10],[225,9],[230,11],[235,6],[240,10],[245,3],[250,13],[255,6],[260,14],[265,5],[270,7],[275,7],[280,5],[285,10],[290,9],[295,10],[300,8],[305,5],[310,4],[315,6],[320,9],[325,5],[330,10],[335,8],[340,5],[345,6],[350,4],[355,8],[360,7],[365,3],[370,5],[375,3],[380,3],[385,5],[390,3],[395,2],[400,4],[405,6],[410,4],[415,2],[420,1],[425,2],[430,1],[435,2],[440,6],[445,4],[450,2],[455,1],[460,2],[465,2],[475,2],[480,3],[485,2],[490,2],[495,2],[500,3],[505,2],[510,3],[515,2],[520,1],[525,2],[530,3],[540,1],[550,2],[560,3],[565,1],[570,1],[575,2],[580,1],[585,1],[605,1],[615,3],[620,1],[625,3],[630,1],[635,2],[640,1],[645,2],[650,3],[655,1],[665,1],[670,3],[675,3],[685,3],[710,2],[720,1],[725,1],[730,2],[735,1],[740,1],[745,1],[750,2],[755,1],[760,4],[765,2],[770,3],[780,1],[785,3],[790,1],[795,3],[805,2],[825,1],[830,1],[835,1],[840,1],[845,2],[850,2],[855,1],[865,1],[870,2],[875,2],[880,1],[895,2],[900,1],[905,2],[925,1],[930,1],[935,3],[940,1],[945,1],[950,1],[965,1],[970,1],[975,2],[990,2],[1010,1],[1030,1],[1035,1],[1060,1],[1085,1],[1095,1],[1105,1],[1125,1],[1150,1],[1170,1],[1230,1],[1235,3],[1270,1],[1295,1],[1315,1],[1350,1],[1365,1],[1385,1],[1395,1],[1420,1],[1445,2],[1465,2],[1480,1],[1495,1],[1530,1],[1540,1],[1545,1],[1565,1],[1575,1],[1590,1],[1600,1],[1620,1],[1645,1],[1650,1],[1660,1],[1670,1],[1680,1],[1710,1],[1815,1],[2305,1],[2350,1],[2520,1],[2560,1],[2845,1],[3755,1],[4790,1]]",829366.2406215126,131.0
Brevard County,Florida,28.7909505,27.8227849,-80.4482433,-80.9578557,28.231071712106907,-80.691576974796,1167.05,198316.0,88.23762089879803,95.59286413218997,2255798.0,3962079.0,2873036.0,3677732.0,5575384.0,69.0,1.8344029E7,17.25,4586007.25,6.986820143494627E8,1.456848094015588E9,9.557887734527042E8,1.2420871754288213E9,1.9823360232187383E9,23774.83057861328,6.335742080465308E9,"[[0,9144],[5,23937],[10,42450],[15,47166],[20,33185],[25,18166],[30,8453],[35,3937],[40,2162],[45,1447],[50,1013],[55,731],[60,642],[65,541],[70,426],[75,380],[80,302],[85,324],[90,289],[95,267],[100,223],[105,199],[110,167],[115,157],[120,152],[125,124],[130,146],[135,124],[140,109],[145,87],[150,92],[155,78],[160,72],[165,51],[170,56],[175,65],[180,63],[185,43],[190,50],[195,37],[200,43],[205,45],[210,36],[215,40],[220,34],[225,30],[230,29],[235,26],[240,24],[245,24],[250,19],[255,41],[260,34],[265,22],[270,13],[275,22],[280,17],[285,19],[290,19],[295,11],[300,15],[305,11],[310,6],[315,11],[320,9],[325,14],[330,19],[335,12],[340,8],[345,13],[350,14],[355,9],[360,6],[365,12],[370,6],[375,9],[380,13],[385,10],[390,7],[395,9],[400,7],[405,7],[410,11],[415,9],[420,6],[425,6],[430,11],[435,8],[440,14],[445,5],[450,5],[455,6],[460,5],[465,4],[470,4],[475,7],[480,6],[485,5],[490,4],[495,7],[500,7],[505,3],[510,4],[515,7],[520,5],[525,7],[530,6],[535,3],[540,6],[545,6],[550,6],[555,2],[560,6],[565,6],[570,6],[575,3],[580,1],[585,3],[590,1],[595,3],[600,5],[605,6],[610,4],[615,1],[620,3],[625,3],[645,4],[650,8],[655,4],[660,2],[665,1],[670,2],[675,4],[680,4],[685,2],[690,3],[695,4],[700,5],[705,1],[710,4],[715,3],[720,5],[730,5],[735,2],[740,6],[750,2],[755,1],[760,4],[765,6],[770,2],[775,2],[780,1],[785,2],[790,2],[795,1],[800,2],[805,1],[815,2],[820,2],[835,2],[840,2],[845,2],[865,1],[880,3],[885,3],[890,1],[900,3],[905,1],[910,3],[920,2],[935,2],[940,1],[945,1],[950,1],[960,2],[965,2],[970,1],[1000,2],[1010,2],[1015,2],[1020,1],[1025,1],[1030,1],[1045,3],[1055,3],[1060,1],[1065,1],[1075,1],[1080,1],[1085,2],[1120,2],[1125,1],[1130,1],[1135,1],[1140,4],[1150,1],[1160,2],[1165,1],[1170,1],[1175,1],[1180,3],[1185,1],[1200,1],[1210,1],[1215,2],[1220,1],[1225,1],[1230,1],[1255,1],[1260,1],[1270,1],[1275,1],[1285,1],[1290,2],[1295,1],[1310,1],[1315,1],[1330,1],[1340,2],[1365,3],[1370,3],[1380,2],[1390,2],[1395,1],[1400,1],[1410,1],[1415,2],[1435,1],[1445,1],[1455,1],[1490,1],[1500,1],[1510,1],[1515,2],[1530,1],[1565,1],[1595,1],[1630,3],[1640,1],[1660,1],[1675,3],[1690,1],[1745,1],[1775,1],[1915,1],[1920,1],[1930,1],[1945,1],[1950,1],[1990,1],[1995,1],[2010,1],[2050,1],[2060,2],[2115,1],[2135,1],[2230,1],[2300,1],[2445,1],[2460,1],[2625,1],[2690,1]]",3382867.901779341,5221.0
Bristol County,Massachusetts,42.0914472,41.4851213,-70.82549,-71.3815761,41.79787213936624,-71.11201812988978,991.1,132861.0,90.44316093462851,77.13310382063176,162973.0,1947394.0,1274069.0,1167268.0,4142360.0,29.0,8694064.0,7.25,2173516.0,4.126919675449828E7,5.863026807955936E8,3.499353424702178E8,3.1408964492688286E8,1.200235850678012E9,8297.352197265625,2.4918327156252046E9,"[[0,34749],[5,55385],[10,23480],[15,8373],[20,3224],[25,1445],[30,829],[35,579],[40,464],[45,370],[50,315],[55,270],[60,232],[65,206],[70,191],[75,142],[80,140],[85,121],[90,98],[95,108],[100,95],[105,78],[110,61],[115,78],[120,62],[125,53],[130,49],[135,47],[140,45],[145,44],[150,43],[155,44],[160,48],[165,40],[170,34],[175,41],[180,22],[185,36],[190,23],[195,18],[200,18],[205,23],[210,18],[215,20],[220,22],[225,26],[230,24],[235,24],[240,29],[245,16],[250,16],[255,8],[260,15],[265,16],[270,14],[275,21],[280,13],[285,15],[290,12],[295,16],[300,14],[305,12],[310,12],[315,8],[320,14],[325,11],[330,10],[335,16],[340,11],[345,12],[350,14],[355,9],[360,4],[365,9],[370,5],[375,4],[380,12],[385,7],[390,9],[395,11],[400,10],[405,5],[410,13],[415,11],[420,3],[425,10],[430,6],[435,4],[440,4],[445,6],[450,5],[455,7],[460,6],[465,5],[470,6],[475,10],[480,5],[485,2],[490,5],[495,4],[500,5],[505,6],[510,5],[515,6],[520,3],[525,8],[530,5],[535,2],[540,7],[545,1],[550,2],[555,7],[560,4],[565,5],[570,1],[575,2],[580,4],[585,3],[590,3],[595,1],[600,3],[605,6],[610,4],[615,3],[620,4],[625,6],[630,2],[635,7],[640,5],[645,3],[650,3],[655,1],[660,4],[665,4],[675,1],[685,4],[690,4],[695,4],[700,2],[705,3],[710,2],[715,3],[720,5],[725,3],[730,2],[735,2],[740,5],[745,3],[750,2],[755,5],[760,3],[765,2],[770,1],[775,4],[780,2],[785,2],[795,1],[800,1],[805,1],[810,1],[815,4],[820,1],[825,1],[835,3],[840,1],[845,4],[850,6],[855,2],[860,2],[865,3],[870,3],[875,3],[880,1],[885,2],[890,2],[895,1],[900,4],[905,6],[910,1],[915,3],[920,3],[925,4],[930,1],[935,1],[940,3],[945,1],[950,2],[955,1],[960,2],[965,2],[970,2],[975,2],[980,3],[985,2],[990,3],[1010,1],[1015,2],[1025,1],[1030,1],[1035,1],[1040,3],[1045,1],[1050,1],[1060,1],[1065,1],[1085,2],[1100,2],[1110,2],[1115,1],[1120,1],[1125,1],[1130,1],[1140,3],[1145,1],[1155,1],[1170,1],[1175,1],[1185,1],[1190,2],[1195,2],[1215,1],[1230,1],[1235,1],[1240,1],[1245,2],[1255,2],[1265,1],[1275,1],[1285,2],[1305,1],[1320,1],[1330,3],[1335,2],[1340,1],[1355,1],[1365,1],[1370,1],[1375,1],[1380,1],[1385,3],[1390,1],[1395,3],[1405,1],[1420,1],[1440,2],[1445,2],[1450,2],[1455,1],[1465,1],[1470,1],[1475,2],[1480,4],[1485,3],[1490,1],[1515,2],[1525,1],[1530,1],[1545,1],[1550,4],[1565,1],[1570,2],[1575,1],[1580,1],[1595,2],[1610,1],[1635,1],[1640,1],[1645,1],[1655,1],[1665,1],[1670,1],[1710,1],[1715,1],[1720,1],[1725,1],[1735,1],[1755,1],[1795,1],[1810,1],[1815,1],[1825,1],[1850,1],[1865,2],[1875,1],[1880,1],[1890,2],[1895,4],[1935,1],[1940,1],[1995,1],[2015,1],[2035,1],[2045,1],[2060,1],[2070,1],[2085,1],[2110,1],[2115,1],[2135,1],[2150,1],[2190,1],[2195,1],[2235,1],[2255,1],[2275,1],[2290,2],[2305,1],[2320,2],[2355,1],[2370,1],[2385,1],[2440,1],[2445,1],[2450,1],[2465,1],[2495,5],[2590,2],[2665,1],[2675,1],[2685,1],[2735,1],[2750,1],[2755,1],[2770,1],[2775,1],[2820,1],[2940,1],[3045,1],[3290,1],[3325,1],[3365,1],[3415,1],[3600,1],[3630,1],[3885,1],[4115,1],[4160,1],[4280,1],[4285,1],[4460,1],[4820,1],[5990,1]]",1078850.8798060832,559.0
Bristol County,Rhode Island,41.7747792,41.6429545,-71.2259583,-71.3524458,41.715187829397145,-71.28561901120263,991.9499999999999,14915.0,98.86057592707687,78.1380972338642,16575.0,225852.0,131044.0,142582.0,280896.0,29.0,796949.0,7.25,199237.25,4215480.766729735,6.821953755134277E7,3.543750361280518E7,3.854872441659546E7,8.188045314727785E7,8364.146508789063,2.2830169949475113E8,"[[0,4041],[5,6135],[10,2667],[15,991],[20,321],[25,159],[30,79],[35,48],[40,54],[45,34],[50,25],[55,24],[60,25],[65,22],[70,17],[75,12],[80,12],[85,8],[90,14],[95,14],[100,6],[105,6],[110,12],[115,19],[120,7],[125,4],[130,4],[135,11],[140,6],[145,6],[150,4],[155,4],[160,4],[165,5],[170,6],[175,4],[180,7],[185,6],[190,4],[195,4],[200,2],[205,3],[210,2],[215,4],[225,1],[230,1],[250,3],[255,2],[260,4],[270,2],[275,1],[280,2],[285,2],[290,1],[295,1],[300,2],[305,2],[310,2],[315,1],[330,2],[365,3],[375,1],[390,1],[395,1],[400,1],[425,1],[430,1],[435,1],[440,1],[455,1],[465,1],[475,2],[485,1],[520,1],[530,1],[540,1],[570,1],[580,1],[585,2],[620,1],[625,1],[690,1],[720,1],[745,1],[755,1],[820,1],[850,1],[885,1],[900,1],[915,1],[935,1],[980,1],[1030,1],[1090,1],[1120,1],[1185,1],[1215,1],[1285,1],[1660,1],[2280,1]]",98852.42182795527,31.0
Bronx County,New York,40.9134795,40.7866262,-73.7669305,-73.9330659,40.85205385558434,-73.86383222728615,994.5,59569.0,85.61961414063737,78.6804913485669,37880.0,268300.0,163071.0,156101.0,3857446.0,24.0,4482798.0,6.0,1120699.5,9769116.09450378,8.310086632906494E7,4.556969248499448E7,4.277241676334232E7,1.1120682778075106E9,6913.017626953125,1.293280369479415E9,"[[0,23312],[5,19642],[10,4843],[15,1960],[20,1253],[25,973],[30,832],[35,659],[40,613],[45,547],[50,521],[55,493],[60,404],[65,325],[70,329],[75,285],[80,243],[85,224],[90,204],[95,165],[100,159],[105,123],[110,103],[115,73],[120,84],[125,77],[130,77],[135,46],[140,52],[145,41],[150,52],[155,42],[160,40],[165,36],[170,31],[175,27],[180,39],[185,28],[190,19],[195,19],[200,17],[205,24],[210,17],[215,17],[220,17],[225,17],[230,13],[235,10],[240,17],[245,10],[250,11],[255,7],[260,17],[265,8],[270,7],[275,12],[280,10],[285,7],[290,7],[295,10],[300,6],[305,7],[310,7],[315,6],[320,4],[325,9],[330,1],[335,7],[340,5],[345,3],[350,6],[355,7],[360,3],[365,3],[370,4],[375,6],[380,2],[385,6],[390,5],[395,3],[400,5],[405,5],[410,4],[420,6],[425,4],[430,3],[435,1],[440,3],[445,6],[450,1],[460,5],[465,3],[470,2],[475,4],[480,1],[485,4],[490,3],[495,5],[500,1],[505,4],[510,3],[515,2],[520,2],[525,3],[530,4],[535,4],[540,2],[550,4],[555,1],[565,1],[570,3],[575,3],[580,2],[585,2],[590,3],[595,3],[605,1],[610,1],[615,1],[620,1],[630,4],[655,1],[660,2],[665,1],[670,1],[675,1],[685,1],[715,2],[720,1],[730,1],[745,1],[750,1],[760,2],[765,2],[770,1],[775,1],[780,1],[795,1],[805,1],[810,1],[815,1],[820,2],[825,2],[840,2],[850,1],[855,2],[860,1],[870,1],[880,1],[885,1],[920,1],[925,1],[930,1],[940,1],[960,1],[975,2],[980,2],[985,1],[1015,1],[1020,1],[1035,3],[1100,1],[1155,1],[1170,2],[1180,1],[1210,1],[1225,1],[1230,2],[1255,1],[1260,2],[1395,1],[1445,2],[1450,1],[1455,1],[1465,1],[1480,2],[1555,1],[1580,1],[1585,1],[1590,1],[1605,1],[1635,1],[1645,1],[1665,1],[1740,1],[1745,1],[1760,1],[1805,1],[1950,1],[1995,1],[2040,1],[2095,1],[2135,1],[2155,1],[2190,1],[2245,2],[2275,1],[2380,1],[2485,1],[2565,1],[2835,1],[2860,1]]",733997.9969650994,125.0
Brooke County,West Virginia,40.3988008,40.1778796,-80.5194692,-80.6751503,40.31351909911856,-80.59387168913837,942.65,3785.0,61.78561273812909,87.09157846295444,17758.0,53848.0,36952.0,42904.0,107025.0,30.0,258487.0,7.5,64621.75,4377415.766577149,1.591347723411255E7,9863794.373437498,1.1580145097119145E7,3.0399383411096193E7,8142.157574462891,7.213421588234253E7,"[[0,1085],[5,1301],[10,592],[15,329],[20,172],[25,70],[30,49],[35,24],[40,18],[45,17],[50,15],[55,11],[60,8],[65,6],[70,6],[75,2],[80,5],[85,7],[90,5],[95,4],[100,2],[105,1],[110,1],[115,3],[120,3],[125,3],[130,1],[135,1],[140,4],[145,2],[150,1],[160,2],[165,2],[170,2],[180,1],[185,1],[195,1],[200,1],[210,1],[225,1],[235,1],[290,1],[315,1],[320,1],[340,1],[365,1],[415,1],[460,1],[470,1],[520,1],[575,1],[615,1],[620,1],[645,1],[690,1],[805,1],[915,1],[1070,1],[1110,1],[1135,1],[1165,1],[1215,1],[1305,1],[1850,1],[1870,1]]",59716.59624031723,0.0
Brooks County,Georgia,31.0697149,30.6398573,-83.3365743,-83.7420345,30.836921761244447,-83.5374752863667,1095.6499999999999,398.0,6.188888888888889,71.45421903052065,1975.0,4468.0,3153.0,3408.0,7534.0,41.0,20538.0,10.25,5134.5,571365.43571167,1475211.5018554688,971130.6517944335,1067210.1723815918,2385306.480480956,12978.5072265625,6470224.2422241215,"[[0,70],[5,122],[10,94],[15,51],[20,28],[25,15],[30,7],[35,5],[50,1],[55,1],[60,1],[90,1],[95,1],[160,1]]",3847.105261240575,0.0
Broome County,New York,42.4144583,41.9979776,-75.3644231,-76.1247359,42.12592202441947,-75.92249082514964,940.9499999999999,31407.0,47.435423899928594,81.51733803986711,87173.0,433204.0,275498.0,317078.0,1297497.0,29.0,2410450.0,7.25,602612.5,2.1183087825631727E7,1.2514541798444214E8,7.159737491260988E7,8.285792478527221E7,3.632078133319092E8,7847.8677978515625,6.639916188398647E8,"[[0,8930],[5,11809],[10,4750],[15,2183],[20,989],[25,442],[30,290],[35,218],[40,190],[45,132],[50,114],[55,100],[60,77],[65,59],[70,62],[75,65],[80,48],[85,57],[90,49],[95,50],[100,31],[105,19],[110,26],[115,29],[120,28],[125,26],[130,26],[135,24],[140,21],[145,25],[150,25],[155,12],[160,13],[165,12],[170,6],[175,17],[180,9],[185,11],[190,7],[195,9],[200,13],[205,12],[210,6],[215,10],[220,10],[225,6],[230,10],[235,6],[240,11],[245,9],[250,7],[255,6],[260,8],[265,3],[270,7],[275,8],[280,6],[285,3],[290,4],[295,7],[300,4],[305,6],[310,7],[315,2],[320,2],[325,5],[330,3],[335,5],[340,5],[345,4],[350,5],[355,3],[360,4],[365,3],[370,1],[375,1],[380,4],[385,8],[390,2],[395,5],[400,4],[405,2],[410,3],[420,8],[425,3],[430,2],[435,1],[440,3],[450,1],[460,1],[465,3],[470,1],[475,3],[480,3],[485,1],[490,5],[495,2],[510,2],[515,2],[520,2],[525,3],[530,2],[540,2],[545,1],[550,4],[555,3],[560,6],[565,3],[570,1],[580,1],[595,2],[605,1],[610,1],[615,1],[625,2],[635,2],[640,1],[645,1],[650,2],[660,2],[685,2],[690,1],[695,2],[700,1],[705,1],[725,2],[735,1],[740,1],[750,1],[755,1],[770,2],[780,1],[785,3],[790,1],[795,2],[800,2],[805,1],[810,1],[820,1],[825,1],[830,2],[855,1],[860,1],[895,1],[900,1],[905,1],[915,1],[935,1],[940,1],[960,1],[980,1],[990,1],[1015,1],[1070,1],[1160,3],[1175,1],[1195,1],[1210,1],[1215,2],[1220,1],[1225,1],[1255,1],[1270,1],[1290,1],[1295,1],[1305,1],[1315,1],[1335,1],[1340,1],[1350,1],[1355,1],[1360,1],[1370,1],[1380,1],[1390,1],[1395,1],[1455,1],[1465,1],[1475,1],[1500,1],[1540,1],[1570,1],[1580,1],[1605,1],[1660,1],[1695,1],[1715,1],[1800,1],[1825,1],[1845,1],[1940,1],[1995,1],[2025,1],[2180,1],[2270,1],[2310,1],[2330,1],[2380,1],[2605,1],[3000,1],[3520,1]]",242634.96420796282,65.0
Broomfield County,Colorado,40.0301862,39.8901408,-104.9616565,-105.1630171,39.941877324707136,-105.0519590342803,1192.55,18176.0,93.89612348534365,97.32797858099063,8663.0,358579.0,237826.0,251766.0,461779.0,41.0,1318613.0,10.25,329653.25,2565903.950836182,1.3392343871456912E8,7.90563737786438E7,8.084654534092408E7,1.5515274759786984E8,14330.027978515625,4.515450093828431E8,"[[0,1560],[5,6929],[10,5029],[15,2300],[20,903],[25,437],[30,270],[35,127],[40,73],[45,55],[50,42],[55,25],[60,27],[65,23],[70,19],[75,16],[80,17],[85,9],[90,16],[95,10],[100,9],[105,7],[110,13],[115,9],[120,10],[125,8],[130,8],[135,8],[140,6],[145,7],[150,6],[155,6],[160,9],[165,3],[170,2],[175,4],[180,2],[185,4],[190,3],[195,2],[200,3],[205,5],[210,7],[215,4],[220,3],[225,5],[230,3],[235,3],[240,3],[245,2],[250,1],[255,3],[260,3],[265,1],[270,2],[280,2],[285,3],[290,2],[305,2],[310,1],[315,2],[320,2],[325,3],[330,3],[335,5],[340,2],[345,1],[350,2],[355,1],[365,1],[370,2],[375,2],[380,2],[385,2],[390,2],[400,2],[405,1],[420,3],[425,1],[430,1],[440,2],[445,1],[450,2],[455,1],[470,1],[475,1],[490,1],[510,1],[515,1],[520,3],[535,1],[555,1],[560,1],[570,1],[585,1],[590,1],[620,1],[635,1],[640,1],[650,2],[705,1],[710,2],[715,1],[725,1],[755,1],[765,1],[795,1],[820,1],[835,1],[845,1],[870,1],[885,1],[920,1],[925,1],[930,1],[955,2],[960,1],[990,1],[1005,1],[1145,2],[1150,1],[1155,1],[1180,1],[1185,1],[1215,1],[1285,1],[1355,1],[1370,1],[1445,1],[1475,1],[1610,1],[1625,1],[1640,1],[1700,1],[1950,1],[2095,1],[4585,1]]",274938.4188215589,685.0
